Coordinates,Intro Number,Enactment Date,Enactment Year,Enactment Number,Category,Borough,New Name,Present Name,Membership,Biographical Information,Limits,Zip Code,Introduced by Council Member(s),Notes,geometry,centroid,latitude,longitude,pct_male_named_streets,pct_male_pop
"MULTILINESTRING ((-73.91295440499994 40.684459822000065, -73.91171522499997 40.685728994000044))",Int. No. 761-A,03/07/2012,2012,2012/014,Street,Brooklyn,Rev. John B. Elliott Way,Schaefer Street,Male,John B. Elliott served in the United States Navy and later became a community activist who founded the Mt. Paran Baptist Church in Bushwick in 1988.  He served as chairperson of the board of directors for Bushwick Family Services now known as the Family,Between Broadway and Bushwick Avenue,11207,Dilan,,"MULTILINESTRING ((-73.91295440499994 40.684459822000065, -73.91171522499997 40.685728994000044))",POINT (-73.91233481499995 40.685094408000055),40.685094408000055,-73.91233481499995,66.3%,48%
"MULTILINESTRING ((-73.90285759999995 40.82833025900004, -73.90349060199998 40.826775603000044))",Int. No. 825,10/10/2008,2008,2008/048,Street,Bronx,Charles Prince Place,Jackson Avenue,Male,Charles Prince was a committed leader who felt that he could best serve his community by getting involved in the agencies and organizations that made the decisions for the community.  He served as Chairman of the Southeast Bronx Neighborhood Center and t,Between East 166th Street and Home Street,10456,Foster,,"MULTILINESTRING ((-73.90285759999995 40.82833025900004, -73.90349060199998 40.826775603000044))",POINT (-73.90317410099996 40.82755293100004),40.82755293100004,-73.90317410099996,64.7%,47%
"MULTILINESTRING ((-73.98273200399996 40.682114382000066, -73.98065865699994 40.68130687100006))",Int. No. 590-A,07/11/2011,2011,2011/047,Street,Brooklyn,Willie McDonald Way,Warren Street,Male,"Originally from Wilson, North Carolina, Willie McDonald moved to Brooklyn in the early 1950’s and shared his love of cooking with the community.  The community enjoyed his cooking so much, that he became involved with the Warren Street Houses feeding h",Between 3rd Avenue and 4th Avenue,11217,Levin,,"MULTILINESTRING ((-73.98273200399996 40.682114382000066, -73.98065865699994 40.68130687100006))",POINT (-73.98169533049995 40.68171062650006),40.68171062650006,-73.98169533049995,66.3%,48%
"MULTILINESTRING ((-74.13970669499997 40.61629708800007, -74.13909783299994 40.61621157500008))",Int. No. 428-A,12/20/2010,2010,2011/003,Street,Staten Island,Detective Michael Morales Way,Watchogue Road,Male,"Michael Morales served with the United States Army in the Vietnam War and was the recipient of the Purple Heart.  Later on, he served with the New York City Police Department for twenty-nine years and was assigned to the 122nd Precinct Detective Squad.",Between Livermore Street and Woolley Avenue,10314,Oddo,,"MULTILINESTRING ((-74.13970669499997 40.61629708800007, -74.13909783299994 40.61621157500008))",POINT (-74.13940226399995 40.61625433150007),40.61625433150007,-74.13940226399995,67.5%,49%
"MULTILINESTRING ((-73.92762146699994 40.69111844500003, -73.92548761999996 40.69136249500008))",Int. No. 620,02/05/2015,2015,2015/015,Street,Brooklyn,Dr. Jerry V. Burns Way,Greene Avenue,Male,"Jerry V. Burns was the pastor and founder of the Open Door Church of God in Christ for 36 years.  He opened a food pantry and soup kitchen serving approximately 3,000 people on a weekly basis.  The church also provided biblical studies, counseling sessio",Between Patchen Avenue and Broadway,11221,Mealy,,"MULTILINESTRING ((-73.92762146699994 40.69111844500003, -73.92548761999996 40.69136249500008))",POINT (-73.92655454349995 40.691240470000054),40.691240470000054,-73.92655454349995,66.3%,48%
"MULTILINESTRING ((-73.93907221599994 40.651300813000034, -73.93960435999998 40.65127233700008, -73.94089288599997 40.651201126000046, -73.94140082499996 40.65117119200005, -73.94181488599997 40.65115143400004, -73.94270738199998 40.651115986000036, -73.94307037799996 40.651068235000025, -73.94344946699994 40.65106525300007, -73.94419691599995 40.651055220000046, -73.94558184499994 40.650972069000034, -73.94637080399997 40.650923539000075, -73.94707929799995 40.65088314900004, -73.94918509899998 40.65078565300007, -73.95002591399998 40.650748865000025, -73.95146688099999 40.65067469100006, -73.95232685899998 40.65063801800005, -73.95358036499994 40.65057505200008, -73.95509775999994 40.65053139400004, -73.95572970499995 40.65050893100005))",Int. No. 457,12/05/2006,2006,2006/050,Street,Brooklyn,Bob Marley Boulevard,Church Avenue,Male,"Bob Marley was a reggae international superstar born in Jamaica. His career spanned over forty years. In 1964, he was the founding member of a group called the Wailing Wailers and his musical talents landing him on top of the Jamaican charts. By the year",North side of Church Avenue from Albany Avenue to New York Avenue and both sides of Church Avenue from New York Avenue to Bedford Avenue,11203,Clarke,,"MULTILINESTRING ((-73.93907221599994 40.651300813000034, -73.93960435999998 40.65127233700008, -73.94089288599997 40.651201126000046, -73.94140082499996 40.65117119200005, -73.94181488599997 40.65115143400004, -73.94270738199998 40.651115986000036, -73.94307037799996 40.651068235000025, -73.94344946699994 40.65106525300007, -73.94419691599995 40.651055220000046, -73.94558184499994 40.650972069000034, -73.94637080399997 40.650923539000075, -73.94707929799995 40.65088314900004, -73.94918509899998 40.65078565300007, -73.95002591399998 40.650748865000025, -73.95146688099999 40.65067469100006, -73.95232685899998 40.65063801800005, -73.95358036499994 40.65057505200008, -73.95509775999994 40.65053139400004, -73.95572970499995 40.65050893100005))",POINT (-73.94739940310545 40.650881303520265),40.650881303520265,-73.94739940310545,66.3%,48%
"MULTILINESTRING ((-73.73776512399996 40.67534149200003, -73.73712943999993 40.67646844400008))",Int. No. 556-A,06/14/2007,2007,2007/028,Street,Queens,"Bishop Roy L. Gilmore, Sr. Way",232nd Street,Male,"Bishop Roy L. Gilmore led an extraordinary life with an outstanding commitment to the advancement of the lives of others, particularly in Laurelton, Queens. Bishop Gilmore had 41 years of ministerial service and more than 50 years of service to the busin",Between Merrick Boulevard and 133rd Avenue,11413,"Sanders, Jr.",,"MULTILINESTRING ((-73.73776512399996 40.67534149200003, -73.73712943999993 40.67646844400008))",POINT (-73.73744728199995 40.675904968000054),40.675904968000054,-73.73744728199995,63.1%,49%
"MULTILINESTRING ((-73.94068760599998 40.61968478000006, -73.94038719899999 40.61810895600007))",Int. No. 289-A,05/23/2006,2006,2006/013,Street,Brooklyn,9/11/01 Hero - Abe (Averemel) Zelmanowitz Way,East 35th Street at Fraser Square,Male,Abe (Averemel) Zelmanowitz was a long time resident of Brooklyn and a devout member of the Orthodox Jewish community. He made a fateful decision on September 11th to stay in the building after the planes crashed into the World Trade Center upon seeing th,Between Kings Highway and Flatlands Avenue,11234,Fidler,,"MULTILINESTRING ((-73.94068760599998 40.61968478000006, -73.94038719899999 40.61810895600007))",POINT (-73.94053740249998 40.61889686800007),40.61889686800007,-73.94053740249998,66.3%,48%
"MULTILINESTRING ((-73.90679013099998 40.82348588700006, -73.90741240299997 40.82199810000003))",Int. No. 825,10/10/2008,2008,2008/048,Street,Bronx,Hilton White Way,Cauldwell Avenue,Male,"Hilton White was an important figure in the history of the Bronx and in the history of American sports.  From the mid 1950’s through the late 1960’s, Mr. White ran a community basketball program called The Falcons that taught discipline, pride and re",Between East 161st Street and East 163rd Street,10456,Foster,,"MULTILINESTRING ((-73.90679013099998 40.82348588700006, -73.90741240299997 40.82199810000003))",POINT (-73.90710126699997 40.822741993500046),40.822741993500046,-73.90710126699997,64.7%,47%
"MULTILINESTRING ((-73.91245100999998 40.68615979300006, -73.91374276199997 40.684871103000035))",Int. No. 613,05/09/2005,2005,2005/043,Street,Brooklyn,Hudson Blvd.,Covert Street,Male,"Bishop Zenopha Socrates Hudson received his Doctorate of Sacred Theology from Trinity Hall Bible College and became a renowned theologian, bible scholar and defender of the faith.  He was the Jurisdictional Bishop of Belize C.A.  Under his dedicated lead",Between Bushwick Avenue and Broadway,11207,Dilan,,"MULTILINESTRING ((-73.91245100999998 40.68615979300006, -73.91374276199997 40.684871103000035))",POINT (-73.91309688599998 40.68551544800005),40.68551544800005,-73.91309688599998,66.3%,48%
"MULTILINESTRING ((-73.98388635999999 40.68416322400003, -73.98208391599997 40.68345336900006))",Int. No. 289-A,05/23/2006,2006,2006/013,Street,Brooklyn,Reverend Timothy White Way,Bergen Street,Male,"Reverend Timothy White was born in Buckingham County, Virginia and later came to Brooklyn, New York in 1888. Shortly thereafter, he allied himself with the Concord Sunday School and in that same year joined the Holy Trinity Baptist Church serving as Trus",Between 3rd Avenue and Nevins Street,11217,Yassky,,"MULTILINESTRING ((-73.98388635999999 40.68416322400003, -73.98208391599997 40.68345336900006))",POINT (-73.98298513799998 40.68380829650005),40.68380829650005,-73.98298513799998,66.3%,48%
"MULTILINESTRING ((-73.86112257599996 40.83205635000007, -73.86024012899998 40.83217405700003))",Int. No. 388,07/09/2014,2014,2014/034,Street,Bronx,Jahi Williams-Simmons  Way,,Male,"Jahi Williams-Simmons was born in Georgetown, South Carolina. He was the cofounder and chair of Survival Instinct-The Network, Inc. (SITNET), a not-for-profit cancer awareness organization that promotes cancer awareness, early detection and screening. He",At the intersection of Newbold Avenue and Virginia Avenue,10472,Palma,,"MULTILINESTRING ((-73.86112257599996 40.83205635000007, -73.86024012899998 40.83217405700003))",POINT (-73.86068135249997 40.83211520350006),40.83211520350006,-73.86068135249997,64.7%,47%
"MULTILINESTRING ((-73.99380022399998 40.751454065000075, -73.99126285399996 40.75039340300003))",Int. No. 988,07/29/2018,2018,2018/139,Street,Manhattan,Muhammad Ali Way,33rd Street,Male,"Cassius Marcellus Clay, Jr. was regarded as one of the most celebrated sports figures of the 20th century.  He was an Olympic and World Champion boxer, who was crowned “Sportsman of the Century” by Sports Illustrated in 1999.  He won the World Heavyw",Between Seventh Avenue and Eighth Avenue,10001,Johnson,,"MULTILINESTRING ((-73.99380022399998 40.751454065000075, -73.99126285399996 40.75039340300003))",POINT (-73.99253153899997 40.750923734000054),40.750923734000054,-73.99253153899997,53.4%,48%
"MULTILINESTRING ((-73.98092997899994 40.68862760600007, -73.98134572199996 40.688023558000054))",Int. No. 388,07/09/2014,2014,2014/034,Street,Brooklyn,Jon Kest Way,Nevins Street,Male,"Jon Kest was a founder of the Working Families Party, a multi-state organization that works to advocate for paid sick leave, affordable housing and living-wage jobs.  He was a community advocate who organized a strike by the city’s fast-food workers, a",Between Livingston Street and Flatbush Avenue,11217,Lander and Levin,,"MULTILINESTRING ((-73.98092997899994 40.68862760600007, -73.98134572199996 40.688023558000054))",POINT (-73.98113785049995 40.68832558200006),40.68832558200006,-73.98113785049995,66.3%,48%
"MULTILINESTRING ((-73.95771053299995 40.60099899800008, -73.95688500899996 40.601089509000076))",Int. No. 962,12/18/2001,2001,2001/068,Street,Brooklyn,Rev. David M. Cory Place,Avenue T,Male,"The following biographical information is excerpted form an obituary printed in the New York Times on December 20,1996 and from materials provided by Homecrest Presbyterian Church. 

Rev. David M. Cory was born on February 10, 1903 in Manhattan.  He grad",between East 14th Street and East 15th Street,11229,"Henry, Golden, Fisher, O’Donovan and  Abel",,"MULTILINESTRING ((-73.95771053299995 40.60099899800008, -73.95688500899996 40.601089509000076))",POINT (-73.95729777099996 40.60104425350007),40.60104425350007,-73.95729777099996,66.3%,48%
"MULTILINESTRING ((-73.90925448099995 40.82707832600005, -73.90865366599996 40.82814791200008))",Int. No. 1103-A,12/28/2009,2009,2009/092,Street,Bronx,Rev. Robert G. Lane Blvd.,Washington Avenue,Male,Rev. Robert G. Lane was an Associate Minister at the Mount Zion Baptist Church in West Virginia and later relocated his family to the Bronx.  He organized the New Zion Pilgrim Baptist and was an active member of the Baptist Minister Day Conference of New,Between East 165th Street and East 166th Street,10456,Foster,,"MULTILINESTRING ((-73.90925448099995 40.82707832600005, -73.90865366599996 40.82814791200008))",POINT (-73.90895407349996 40.82761311900006),40.82761311900006,-73.90895407349996,64.7%,47%
"MULTILINESTRING ((-73.87728078899994 40.828665760000035, -73.87673630099994 40.82633783400007))",Int. No. 437-A,06/03/2003,2003,2003/034,Street,Bronx,Reverend Clyde Hambrick Avenue,Ward Avenue,Male,"Reverend Clyde Hambrick was born in Welch, West Virginia on September 13, 1928. He was educated in the Gary District School System in West Virginia and later attended the “School for Computer Programming.” He became one of the first Black computer pr",Between Watson Avenue and Westchester Avenue,10472,Espada,,"MULTILINESTRING ((-73.87728078899994 40.828665760000035, -73.87673630099994 40.82633783400007))",POINT (-73.87700854499994 40.82750179700005),40.82750179700005,-73.87700854499994,64.7%,47%
"MULTILINESTRING ((-73.79386953699998 40.71231059000007, -73.79319630299995 40.710942300000056))",Int. No. 1300,01/20/2019,2019,2019/024,Street,Queens,Ramesh D. Kalicharran “Kali” Way,169th Street,Male,"Ramesh D. Kalicharran was a businessman and activist who owned a real estate company in Queens and also ran a successful tour company, Kali Travel and Tours which promoted many successful tours to India.  He was also an activist in the community and supp",Between Highland Avenue and Homelawn Street,11432,Lancman,,"MULTILINESTRING ((-73.79386953699998 40.71231059000007, -73.79319630299995 40.710942300000056))",POINT (-73.79353291999996 40.711626445000064),40.711626445000064,-73.79353291999996,63.1%,49%
